id,speed
0,47.63136754596667
1,47.01116306079994
2,37.773664301766665
3,28.46770568856673
4,34.74459402296664
5,25.127821273199952
6,18.45083511809995
7,49.97118060296661
8,47.96925672650003
9,35.589031325133355
10,29.683650652699974
11,26.117439796699937
12,25.78683056036664
13,24.546917462566597
14,24.8326069818333
15,37.49763652303329
16,41.938538441400006
17,43.19877957486659
18,48.60509471173343
19,49.20498053443338
20,47.15002527583341
21,46.03640100323338
22,20.224764185983314
23,28.128667709949987
24,25.773094342050026
25,22.410919939266613
26,22.114206286033323
27,22.4017295328333
28,21.366048139949957
29,16.657372222186684
30,22.746907060300007
31,42.051397287633314
32,47.24027022150002
33,35.535476195400015
34,21.36537315600999
35,21.908601832109984
36,19.940380693609963
37,19.641637720699936
38,41.50699692156666
39,38.76894900766663
40,40.44321376213335
41,47.21615284096666
42,48.3386656301
43,43.73712419460001
44,24.035573645833324
45,22.67005668790001
46,22.475199325400013
47,20.692802362579982
48,42.769734412066605
49,49.034842808100116
50,48.245024290166725
51,20.006398356233344
52,20.760241653166638
53,20.229860060099977
54,20.247302636766683
55,18.077082379200014
56,13.00876836365333
57,13.348354439183321
58,18.008049011333345
59,39.9394702863999
60,37.19963276772663
61,39.29103350400681
62,38.86173922053342
63,40.35359121756656
64,38.45627121750016
65,49.29469863050011
66,47.54006883106671
67,47.21344067396664
68,43.585320514799996
69,30.660299339233376
70,25.76431778806665
71,24.516775401699974
72,21.66336978633336
73,21.294556703899985
74,16.799720062519974
75,16.56121618332
76,41.77504158966664
77,39.30962090196666
78,41.920792408166626
79,48.409648369866694
80,19.346759854866686
81,22.291655760400005
82,21.15347257543328
83,19.014373691500012
84,18.190373674346688
85,20.695330008240028
86,26.946653334799965
87,38.82811506036666
88,41.106466304699985
89,37.82329263589994
90,48.16339406893325
91,48.64384928060004
92,48.34061888846667
93,48.09722193616659
94,34.814727010333385
95,19.69063706976669
96,24.71958811463331
97,16.48072184712002
98,14.321905489619988
99,26.8529031150333
100,35.9043763171667
101,47.73686965950002
102,18.750022612333343
103,18.366543052176667
104,17.500566377949998
105,43.13637131196676
106,32.99732979056669
107,48.31556531733338
108,44.21124452543324
109,20.543827694733313
110,26.18083095578329
111,25.100330089663316
112,29.980860649366676
113,34.762979440933314
114,45.592927105766684
115,48.06966893113331
116,49.04501926553338
117,39.2964210100334
118,24.660352721199935
119,22.89112589434997
120,21.57671688295002
121,17.371710141050027
122,29.06768802043326
123,47.28291249783341
124,48.133703243233384
125,40.41194463183327
126,40.87317676343342
127,37.29760982373327
128,43.80691484823342
129,37.96789171750009
130,48.75717807273328
131,46.66477184229993
132,46.97470126406655
133,27.771338894233303
134,21.573136286633257
135,21.21069700823326
136,35.59079683676669
137,44.88436776376652
138,48.98123050279998
139,46.94973282649991
140,46.93447193206658
141,43.941836148200075
142,26.697852180066665
143,16.027170045966695
144,20.830978159999937
145,18.300418133199962
146,19.22910515216661
147,48.41505610556663
148,50.33593306393329
149,47.59763708973335
150,47.132040047099984
151,19.141564568439954
152,18.38577204593665
153,15.625442660966677
154,11.12464605708331
155,24.556859054566633
156,37.872041172300015
157,44.926538820466604
158,41.050346244766544
159,46.18254636629997
160,48.559448991099934
161,50.104733089699934
162,48.86995695333316
163,47.10521541163324
164,45.43960972103345
165,27.85721375583326
166,16.63725909193338
167,20.505442723633305
168,16.996430284433355
169,18.132883568133344
170,11.416806293116673
171,11.111158022636651
172,42.952402320566684
173,48.73033564973335
174,45.7727321131334
175,29.764744942933266
176,18.856946262799998
177,20.18160518449997
178,20.3541706448333
179,11.07373080717332
180,41.61393997123335
181,49.32823546156667
182,49.151564858933405
183,48.8793929959667
184,42.58926239
185,20.612767063966675
186,19.68424305633334
187,39.053858365433285
188,31.59475750499998
189,47.90540570466671
190,44.526814119166765
191,45.09712986609995
192,39.44456494970003
193,37.08167075466672
194,33.38208505236668
195,34.83841370609996
196,32.79524980456662
197,41.96154720943345
198,36.93596903210003
199,48.20477661213336
200,45.96111156226679
201,26.19579581273331
202,25.240943713100037
203,18.649620302366625
204,18.418434451299994
205,19.12108748716665
206,39.06522261466666
207,38.65555557716662
208,48.62123352843325
209,47.890534057833406
210,46.310926072966765
211,46.749840333566624
212,28.415617213033336
213,15.690288611666668
214,25.202814058066682
215,25.505148412233332
216,18.18787778394667
217,24.705596874266696
218,45.3003212647333
219,47.66182258173338
220,46.566059345099966
221,46.07739951146667
222,26.975385513733336
223,15.720793404233348
224,11.20539013915332
225,24.536153107066717
226,45.67196132233343
227,48.88572686203318
228,18.814088645106654
229,23.853595200099956
230,20.15478697109997
231,20.536980355433368
232,42.11412225619994
233,48.06736148713329
234,46.4028770231999
235,18.893622675569958
236,28.381592286599982
237,21.078972974169975
238,25.118571339200106
239,43.75993637393345
240,36.52548164683331
241,39.91980886143334
242,49.266856310366585
243,48.38417515569997
244,48.321320871933374
245,48.911298734166586
246,28.09635607809998
247,23.306248955799965
248,21.348852940633353
249,19.67645826586674
250,19.36260688803333
251,34.69547207303332
252,41.37006309396668
253,30.38486189769999
254,34.581623991433354
255,47.82936881693338
256,47.05622599823323
257,45.8665726786333
258,43.27046321146671
259,40.39838032750005
260,38.12053263136676
261,33.30689054559994
262,39.41737396146669
263,44.16553186949983
264,32.270199336799955
265,39.13207871939996
266,47.71276701699999
267,46.05973037099999
268,18.56191240723333
269,20.900964827919957
270,18.532533369499948
271,19.01408350486659
272,19.752464242966635
273,16.140737662986673
274,45.5780542959667
275,47.821709662233374
276,47.970699759033344
277,47.72433784186673
278,29.44679899850003
279,21.07775815130004
280,18.62571997613334
281,23.022605259499983
282,19.54327196492997
283,17.661819196833314
284,16.47239774015333
285,16.01480917528002
286,47.94799969786662
287,47.85840107729997
288,18.568669838390043
289,15.723704902383343
290,16.57434195405999
291,15.912326462456663
292,15.644976741133362
293,28.599973487033306
294,46.08951222043338
295,47.14411400050008
296,47.331963767866526
297,39.6253843673667
298,24.893211272000027
299,31.397100912266705
300,26.242348811066652
301,20.941369251833336
302,28.607744986033286
303,43.47035281666653
304,45.939223886833304
305,49.80487233393315
306,48.47881898969997
307,49.900817570766776
308,46.298808999700064
309,38.87676695993334
310,21.83506240283324
311,16.13754409889334
312,45.42976617663323
313,40.09436372439999
314,42.335960642233296
315,48.584260777500006
316,45.815747520266754
317,45.90578542546661
318,39.53374113696661
319,41.131561941400086
320,46.39804993833342
321,47.55179890550003
322,47.62477150176668
323,45.984193904433404
324,28.84135746149664
325,30.361739869066604
326,37.14613294449991
327,38.0509815600999
328,34.450508758199945
329,26.98880564760001
330,23.692471122229982
331,30.869360687166616
332,39.109236995466674
333,42.26344635149986
334,39.39457524023329
335,44.22963408153324
336,47.23464616649995
337,47.47248004973326
338,21.248818181600026
339,27.552860187033257
340,25.614542001266592
341,32.21776660456662
342,42.41550045309985
343,41.65472943590002
344,48.085194304299996
345,49.06946984553346
346,47.24680054746677
347,20.594327946960018
348,38.88451906366664
349,48.191223231799974
350,48.26940197920003
351,46.96108406833329
352,34.90978275406673
353,18.313187476723307
354,24.090686004533293
355,18.947303684966712
356,16.54078531373332
357,25.409187207033288
358,38.90121016689998
359,44.4248026028666
360,41.57359666370002
361,49.461510831400076
362,17.764731470026664
363,24.685223760200014
364,19.7372740372
365,17.704831777766632
366,16.09532648221335
367,27.16889363810001
368,42.655065492733286
369,49.153082371133365
370,49.0991910330333
371,47.843104393333334
372,47.31077459290001
373,19.669476569133327
374,19.957269641166636
375,12.719734684140006
376,22.475192689400007
377,37.50519121586664
378,43.92827959553332
379,48.73155125030002
380,23.601354540100047
381,18.829437961673353
382,15.486366780113345
383,36.32627392523337
384,48.52734602890006
385,47.65199472490013
386,48.065301451600185
387,26.46996387876666
388,27.870192699466667
389,27.890428631466644
390,28.33131040836662
391,41.670777081300066
392,48.63604819133339
393,48.71194710326664
394,47.2816810125
395,21.178892314633323
396,21.477520952693325
397,21.435760522366685
398,20.329790766700004
399,19.296507165759962
400,13.665677576146688
401,40.35070563853333
402,35.33512049343335
403,47.327912385733235
404,47.05267972436664
405,45.32525604409993
406,33.49968157526666
407,21.92248016800003
408,20.292456351033298
409,19.758345651699987
410,20.621956669766664
411,15.629602926099981
412,45.4900180212667
413,41.851948126466645
414,45.86112620183345
415,48.46190917613328
416,48.11745461716663
417,47.4136058863
418,47.40563034749989
419,32.14760939533326
420,19.063544872433344
421,14.360765794526634
422,45.75852573476666
423,42.15067526889996
424,48.34762105483341
425,48.526692823566705
426,46.75408701606673
427,36.001999260799984
428,24.66316391203332
429,39.157116204599966
430,41.50367117466675
431,48.66414726073336
432,46.89896237640001
433,45.53657144546666
434,18.276033739399985
435,33.77023607209999
436,28.545175979399932
437,23.25753785126668
438,48.451849772800024
439,47.41622575659995
440,49.13069422356673
441,36.58497313646673
442,30.846150073800025
443,33.11055049096667
444,30.21879450456663
445,27.86403477836664
446,33.9640605362999
447,36.2496700858667
448,45.84856160393318
449,45.844360832800035
450,43.993595476800095
451,43.43707407760003
452,43.694068339066774
453,43.88195449220003
454,44.344389071200006
455,41.86275425543339
456,41.22414125353342
457,44.309759803333506
458,47.893277475566606
459,48.44062841183333
460,34.763507213166626
461,24.798024981766698
462,31.531760834399982
463,27.702736320833402
464,28.17844974706667
465,33.978246477766646
466,47.54800768749997
467,48.767195891033296
468,47.60448405406666
469,44.375295612900075
470,19.33323998576665
471,24.407522586366593
472,25.31403496650002
473,23.800375156233404
474,15.745815146926683
475,26.282472885333334
476,47.673220305300106
477,44.80126769296676
478,38.26345527786669
479,25.22200721086666
480,29.158876083900026
481,22.75255320859997
482,26.145823081899966
483,47.27101388956656
484,47.06998112603336
485,46.46259112506659
486,32.25203431179988
487,38.211988799766644
488,25.663790987533368
489,16.46117993493003
490,13.386114511703324
491,35.187248022166656
492,42.23336952640006
493,47.76488056106659
494,48.15349307336666
495,46.52816491600003
496,22.424254630803294
497,31.549747348766644
498,40.1456198680333
499,48.698589744633345
500,47.97109457630002
501,48.95996814910004
502,47.62104560226679
503,46.37339393813317
504,33.463136460533335
505,35.65924395303334
506,27.301270057799965
507,27.884547073933305
508,27.766003181099986
509,42.24356925390011
510,46.608304970366774
511,46.312140540733395
512,45.82265560719997
513,45.7463152632333
514,42.64297792066671
515,39.54721737356669
516,41.50059138563323
517,41.60991803993332
518,47.420807248633395
519,47.99334657633339
520,20.825001728566665
521,25.28633199026672
522,22.622202444133315
523,22.78436114622668
524,13.85260194658669
525,45.85489715809999
526,48.65883733403336
527,48.1777855553001
528,47.814654575100036
529,29.070714140199932
530,19.32239234356665
531,26.80271952986668
532,22.37008072696
533,15.581556723613334
534,13.89559344343002
535,47.220198750900074
536,29.261713752433284
537,20.614514793733345
538,21.158128397820022
539,21.48475752792666
540,14.912627011706675
541,13.815412486793347
542,46.30724662050005
543,44.37693039336674
544,48.46371866616672
545,47.6326055557665
546,19.146089521700024
547,24.33790271183332
548,23.690746912233294
549,20.541630705666606
550,22.98727547589992
551,40.64401919950003
552,45.01077513436664
553,48.33252946156669
